ID,POST_ID,MS_ID,MS_SPACEID,CAP_COLOR,METER_TYPE,SMART_METE,ACTIVESENS,JURISDICTI,ON_OFF_STR,OSP_ID,STREET_NUM,STREETNAME,STREET_SEG,RATEAREA,SFPARKAREA,LAT,LONG
,501-01126,501-01120,6,Black,MS,N,N,SFMTA,ON,0,112,JESSIE ST,7517000,MC5,Downtown,37.78818,-122.400739
,501-01123,501-01120,3,Black,MS,N,N,SFMTA,ON,0,112,JESSIE ST,7517000,MC5,Downtown,37.788204,-122.400709
,420-00626,420-00620,6,Black,MS,N,N,SFMTA,ON,0,62,FREMONT ST,5860000,MC5,Downtown,37.790511,-122.396881
,420-00625,420-00620,5,Black,MS,N,N,SFMTA,ON,0,62,FREMONT ST,5860000,MC5,Downtown,37.790518,-122.396891
,420-00624,420-00620,4,Black,MS,N,N,SFMTA,ON,0,62,FREMONT ST,5860000,MC5,Downtown,37.790525,-122.396899
,420-00623,420-00620,3,Black,MS,N,N,SFMTA,ON,0,62,FREMONT ST,5860000,MC5,Downtown,37.790533,-122.396909
,420-00622,420-00620,2,Black,MS,N,N,SFMTA,ON,0,62,FREMONT ST,5860000,MC5,Downtown,37.790539,-122.396917
,420-00605,420-00600,5,Black,MS,N,N,SFMTA,ON,0,60,FREMONT ST,5860000,MC5,Downtown,37.790553,-122.396935
,420-00604,420-00600,4,Black,MS,N,N,SFMTA,ON,0,60,FREMONT ST,5860000,MC5,Downtown,37.790561,-122.396944
,420-00603,420-00600,3,Black,MS,N,N,SFMTA,ON,0,60,FREMONT ST,5860000,MC5,Downtown,37.790567,-122.396952
,420-00602,420-00600,2,Black,MS,N,N,SFMTA,ON,0,60,FREMONT ST,5860000,MC5,Downtown,37.790574,-122.396961
,328-00515,328-00510,5,Black,MS,N,N,SFMTA,ON,0,51,BEALE ST,2863000,MC5,Downtown,37.791309,-122.395857
,328-00514,328-00510,4,Black,MS,N,N,SFMTA,ON,0,51,BEALE ST,2863000,MC5,Downtown,37.791317,-122.395866
,328-00513,328-00510,3,Black,MS,N,N,SFMTA,ON,0,51,BEALE ST,2863000,MC5,Downtown,37.791324,-122.395875
,328-00512,328-00510,2,Black,MS,N,N,SFMTA,ON,0,51,BEALE ST,2863000,MC5,Downtown,37.791331,-122.395883
,328-00496,328-00490,6,Black,MS,N,N,SFMTA,ON,0,49,BEALE ST,2863000,MC5,Downtown,37.791345,-122.395901
,328-00495,328-00490,5,Black,MS,N,N,SFMTA,ON,0,49,BEALE ST,2863000,MC5,Downtown,37.791353,-122.395911
,328-00494,328-00490,4,Black,MS,N,N,SFMTA,ON,0,49,BEALE ST,2863000,MC5,Downtown,37.79136,-122.39592
,328-00493,328-00490,3,Black,MS,N,N,SFMTA,ON,0,49,BEALE ST,2863000,MC5,Downtown,37.791366,-122.395928
,328-00492,328-00490,2,Black,MS,N,N,SFMTA,ON,0,49,BEALE ST,2863000,MC5,Downtown,37.791373,-122.395936
,568-02456,568-02450,6,Black,MS,N,N,SFMTA,ON,0,245,MISSION ST,9085000,MC5,Downtown,37.791203,-122.395603
,568-02455,568-02450,5,Black,MS,N,N,SFMTA,ON,0,245,MISSION ST,9085000,MC5,Downtown,37.79121,-122.395595
,686-06085,686-06080,5,Black,MS,N,N,SFMTA,ON,0,608,TURK ST,12723000,MC5,Civic Center,37.78218,-122.419409
,686-06084,686-06080,4,Black,MS,N,N,SFMTA,ON,0,608,TURK ST,12723000,MC5,Civic Center,37.782182,-122.419396
,686-06083,686-06080,3,Black,MS,N,N,SFMTA,ON,0,608,TURK ST,12723000,MC5,Civic Center,37.782184,-122.419384
,686-06082,686-06080,2,Black,MS,N,N,SFMTA,ON,0,608,TURK ST,12723000,MC5,Civic Center,37.782185,-122.419372
,686-06066,686-06060,6,Black,MS,N,N,SFMTA,ON,0,606,TURK ST,12723000,MC5,Civic Center,37.782188,-122.419349
,686-06065,686-06060,5,Black,MS,N,N,SFMTA,ON,0,606,TURK ST,12723000,MC5,Civic Center,37.78219,-122.419337
,686-06064,686-06060,4,Black,MS,N,N,SFMTA,ON,0,606,TURK ST,12723000,MC5,Civic Center,37.782191,-122.419325
,686-06063,686-06060,3,Black,MS,N,N,SFMTA,ON,0,606,TURK ST,12723000,MC5,Civic Center,37.782193,-122.419313
,686-06062,686-06060,2,Black,MS,N,N,SFMTA,ON,0,606,TURK ST,12723000,MC5,Civic Center,37.782194,-122.4193
,686-07126,686-07120,6,Black,MS,N,N,SFMTA,ON,0,712,TURK ST,12724000,MC5,Civic Center,37.781939,-122.421304
,686-07125,686-07120,5,Black,MS,N,N,SFMTA,ON,0,712,TURK ST,12724000,MC5,Civic Center,37.781941,-122.421293
,890-00190,890-00001,19,Black,MS,N,N,PORT,OFF,890,0,TERRY A FRANCOIS BLVD,12531000,PortMC1, ,37.776038,-122.387307
,336-11020,-,0,Black,SS,N,N,SFMTA,ON,0,1102,BUSH ST,3441000,MC3, ,37.789371,-122.415508
,336-11010,-,0,Black,SS,N,N,SFMTA,ON,0,1101,BUSH ST,3441000,MC3, ,37.789239,-122.415485
,336-11030,-,0,Black,SS,N,N,SFMTA,ON,0,1103,BUSH ST,3441000,MC3, ,37.789237,-122.415501
,561-02157,561-02150,7,Black,MS,N,N,SFMTA,ON,0,215,MAIN ST,8629000,MC5,Downtown,37.790543,-122.393179
,561-02156,561-02150,6,Black,MS,N,N,SFMTA,ON,0,215,MAIN ST,8629000,MC5,Downtown,37.790549,-122.393187
,561-02155,561-02150,5,Black,MS,N,N,SFMTA,ON,0,215,MAIN ST,8629000,MC5,Downtown,37.790556,-122.393196
,561-02154,561-02150,4,Black,MS,N,N,SFMTA,ON,0,215,MAIN ST,8629000,MC5,Downtown,37.790563,-122.393204
,561-02153,561-02150,3,Black,MS,N,N,SFMTA,ON,0,215,MAIN ST,8629000,MC5,Downtown,37.790568,-122.393211
,561-02152,561-02150,2,Black,MS,N,N,SFMTA,ON,0,215,MAIN ST,8629000,MC5,Downtown,37.790575,-122.393219
,651-00110,651-00110,10,Black,MS,N,N,SFMTA,ON,0,11,SANSOME ST,11542000,MC5,Downtown,37.790898,-122.400768
,651-05024,651-05020,4,Black,MS,N,N,SFMTA,ON,0,502,SANSOME ST,11549000,MC5,Downtown,37.794984,-122.401447
,651-05023,651-05020,3,Black,MS,N,N,SFMTA,ON,0,502,SANSOME ST,11549000,MC5,Downtown,37.794973,-122.401444
,651-05022,651-05020,2,Black,MS,N,N,SFMTA,ON,0,502,SANSOME ST,11549000,MC5,Downtown,37.794966,-122.401443
,444-02036,444-02030,6,Black,MS,N,N,SFMTA,ON,0,203,GRANT AVE,6384001,MC5,Downtown,37.788839,-122.405311
,444-02035,444-02030,5,Black,MS,N,N,SFMTA,ON,0,203,GRANT AVE,6384001,MC5,Downtown,37.788829,-122.405309
,444-02034,444-02030,4,Black,MS,N,N,SFMTA,ON,0,203,GRANT AVE,6384001,MC5,Downtown,37.78882,-122.405307
,444-02033,444-02030,3,Black,MS,N,N,SFMTA,ON,0,203,GRANT AVE,6384001,MC5,Downtown,37.788813,-122.405306
,444-02032,444-02030,2,Black,MS,N,N,SFMTA,ON,0,203,GRANT AVE,6384001,MC5,Downtown,37.788803,-122.405304
,444-03046,444-03040,6,Black,MS,N,N,SFMTA,ON,0,304,GRANT AVE,6387000,MC5,Downtown,37.789816,-122.405379
,444-03045,444-03040,5,Black,MS,N,N,SFMTA,ON,0,304,GRANT AVE,6387000,MC5,Downtown,37.789805,-122.405377
,444-03044,444-03040,4,Black,MS,N,N,SFMTA,ON,0,304,GRANT AVE,6387000,MC5,Downtown,37.789797,-122.405375
,444-03043,444-03040,3,Black,MS,N,N,SFMTA,ON,0,304,GRANT AVE,6387000,MC5,Downtown,37.789787,-122.405373
,444-03042,444-03040,2,Black,MS,N,N,SFMTA,ON,0,304,GRANT AVE,6387000,MC5,Downtown,37.789779,-122.405371
,460-02017,460-02010,7,Black,MS,N,N,SFMTA,ON,0,201,HALLECK ST,6633000,MC5,Downtown,37.793493,-122.401448
,460-02016,460-02010,6,Black,MS,N,N,SFMTA,ON,0,201,HALLECK ST,6633000,MC5,Downtown,37.793495,-122.401436
,460-02015,460-02010,5,Black,MS,N,N,SFMTA,ON,0,201,HALLECK ST,6633000,MC5,Downtown,37.793496,-122.401425
,460-02014,460-02010,4,Black,MS,N,N,SFMTA,ON,0,201,HALLECK ST,6633000,MC5,Downtown,37.793497,-122.401416
,460-02013,460-02010,3,Black,MS,N,N,SFMTA,ON,0,201,HALLECK ST,6633000,MC5,Downtown,37.793499,-122.401407
,460-02012,460-02010,2,Black,MS,N,N,SFMTA,ON,0,201,HALLECK ST,6633000,MC5,Downtown,37.7935,-122.401397
,422-02027,422-02020,7,Black,MS,N,N,SFMTA,ON,0,202,FRONT ST,5869000,MC5,Downtown,37.793561,-122.398744
,422-02026,422-02020,6,Black,MS,N,N,SFMTA,ON,0,202,FRONT ST,5869000,MC5,Downtown,37.79355,-122.398742
,422-02025,422-02020,5,Black,MS,N,N,SFMTA,ON,0,202,FRONT ST,5869000,MC5,Downtown,37.793541,-122.39874
,667-01550,-,0,Black,SS,N,N,SFMTA,ON,0,155,SOUTH VAN NESS AVE,12017101,MC3, ,37.771411,-122.417937
,561-00140,561-00140,10,Black,MS,N,N,SFMTA,ON,0,14,MAIN ST,8627000,MC5,Downtown,37.792689,-122.396121
,561-00149,561-00140,9,Black,MS,N,N,SFMTA,ON,0,14,MAIN ST,8627000,MC5,Downtown,37.792694,-122.396128
,561-00148,561-00140,8,Black,MS,N,N,SFMTA,ON,0,14,MAIN ST,8627000,MC5,Downtown,37.792701,-122.396137
,561-00147,561-00140,7,Black,MS,N,N,SFMTA,ON,0,14,MAIN ST,8627000,MC5,Downtown,37.792708,-122.396145
,472-00564,472-00560,4,Black,MS,N,N,SFMTA,ON,0,56,HYDE ST,7114000,MC5,Civic Center,37.781033,-122.4153
,472-00563,472-00560,3,Black,MS,N,N,SFMTA,ON,0,56,HYDE ST,7114000,MC5,Civic Center,37.781021,-122.415298
,472-00562,472-00560,2,Black,MS,N,N,SFMTA,ON,0,56,HYDE ST,7114000,MC5,Civic Center,37.781012,-122.415296
,472-00548,472-00540,8,Black,MS,N,N,SFMTA,ON,0,54,HYDE ST,7114000,MC5,Civic Center,37.780994,-122.415292
,472-00547,472-00540,7,Black,MS,N,N,SFMTA,ON,0,54,HYDE ST,7114000,MC5,Civic Center,37.780987,-122.415291
,472-00546,472-00540,6,Black,MS,N,N,SFMTA,ON,0,54,HYDE ST,7114000,MC5,Civic Center,37.780979,-122.415289
,472-00545,472-00540,5,Black,MS,N,N,SFMTA,ON,0,54,HYDE ST,7114000,MC5,Civic Center,37.780968,-122.415287
,472-00544,472-00540,4,Black,MS,N,N,SFMTA,ON,0,54,HYDE ST,7114000,MC5,Civic Center,37.78096,-122.415285
,472-00543,472-00540,3,Black,MS,N,N,SFMTA,ON,0,54,HYDE ST,7114000,MC5,Civic Center,37.78095,-122.415283
,472-00542,472-00540,2,Black,MS,N,N,SFMTA,ON,0,54,HYDE ST,7114000,MC5,Civic Center,37.780942,-122.415281
,472-00527,472-00520,7,Black,MS,N,N,SFMTA,ON,0,52,HYDE ST,7114000,MC5,Civic Center,37.780922,-122.415278
,472-00526,472-00520,6,Black,MS,N,N,SFMTA,ON,0,52,HYDE ST,7114000,MC5,Civic Center,37.780913,-122.415276
,472-00525,472-00520,5,Black,MS,N,N,SFMTA,ON,0,52,HYDE ST,7114000,MC5,Civic Center,37.780903,-122.415274
,472-00524,472-00520,4,Black,MS,N,N,SFMTA,ON,0,52,HYDE ST,7114000,MC5,Civic Center,37.780894,-122.415272
,472-00523,472-00520,3,Black,MS,N,N,SFMTA,ON,0,52,HYDE ST,7114000,MC5,Civic Center,37.780885,-122.41527
,472-00522,472-00520,2,Black,MS,N,N,SFMTA,ON,0,52,HYDE ST,7114000,MC5,Civic Center,37.780873,-122.415267
,469-17600,-,0,Black,SS,N,N,SFMTA,ON,0,1760,HOLLOWAY AVE,6998201,MC3, ,37.721013,-122.480496
,211-00074,211-00070,4,Black,MS,N,N,SFMTA,ON,0,7,11TH ST,508000,MC2, ,37.775386,-122.418296
,211-00073,211-00070,3,Black,MS,N,N,SFMTA,ON,0,7,11TH ST,508000,MC2, ,37.775392,-122.418304
,211-00072,211-00070,2,Black,MS,N,N,SFMTA,ON,0,7,11TH ST,508000,MC2, ,37.775399,-122.418312
,211-00056,211-00050,6,Black,MS,N,N,SFMTA,ON,0,5,11TH ST,508000,MC2, ,37.775412,-122.418329
,211-00055,211-00050,5,Black,MS,N,N,SFMTA,ON,0,5,11TH ST,508000,MC2, ,37.775419,-122.418338
,211-00054,211-00050,4,Black,MS,N,N,SFMTA,ON,0,5,11TH ST,508000,MC2, ,37.775429,-122.41835
,211-00053,211-00050,3,Black,MS,N,N,SFMTA,ON,0,5,11TH ST,508000,MC2, ,37.775438,-122.418361
,211-00052,211-00050,2,Black,MS,N,N,SFMTA,ON,0,5,11TH ST,508000,MC2, ,37.775445,-122.418371
,470-15277,470-15270,7,Black,MS,N,N,SFMTA,ON,0,1527,HOWARD ST,7057000,MC3, ,37.772445,-122.416177
,470-15276,470-15270,6,Black,MS,N,N,SFMTA,ON,0,1527,HOWARD ST,7057000,MC3, ,37.772453,-122.416169
,470-15275,470-15270,5,Black,MS,N,N,SFMTA,ON,0,1527,HOWARD ST,7057000,MC3, ,37.77246,-122.416162
,470-15274,470-15270,4,Black,MS,N,N,SFMTA,ON,0,1527,HOWARD ST,7057000,MC3, ,37.772469,-122.416153
,470-15273,470-15270,3,Black,MS,N,N,SFMTA,ON,0,1527,HOWARD ST,7057000,MC3, ,37.772475,-122.416146
,470-15272,470-15270,2,Black,MS,N,N,SFMTA,ON,0,1527,HOWARD ST,7057000,MC3, ,37.772482,-122.41614
,470-14448,470-14440,8,Black,MS,N,N,SFMTA,ON,0,1444,HOWARD ST,7056000,MC3, ,37.773248,-122.415518
,470-14447,470-14440,7,Black,MS,N,N,SFMTA,ON,0,1444,HOWARD ST,7056000,MC3, ,37.773256,-122.415508
,470-14446,470-14440,6,Black,MS,N,N,SFMTA,ON,0,1444,HOWARD ST,7056000,MC3, ,37.773262,-122.4155
,470-14445,470-14440,5,Black,MS,N,N,SFMTA,ON,0,1444,HOWARD ST,7056000,MC3, ,37.77327,-122.415491
,470-14444,470-14440,4,Black,MS,N,N,SFMTA,ON,0,1444,HOWARD ST,7056000,MC3, ,37.773277,-122.415482
,470-14443,470-14440,3,Black,MS,N,N,SFMTA,ON,0,1444,HOWARD ST,7056000,MC3, ,37.773284,-122.415473
,470-14442,470-14440,2,Black,MS,N,N,SFMTA,ON,0,1444,HOWARD ST,7056000,MC3, ,37.77329,-122.415466
,211-03436,211-03430,6,Black,MS,N,N,SFMTA,ON,0,343,11TH ST,515000,MC3, ,37.771008,-122.412807
,211-03435,211-03430,5,Black,MS,N,N,SFMTA,ON,0,343,11TH ST,515000,MC3, ,37.771015,-122.412816
,211-03434,211-03430,4,Black,MS,N,N,SFMTA,ON,0,343,11TH ST,515000,MC3, ,37.771021,-122.412824
,211-03433,211-03430,3,Black,MS,N,N,SFMTA,ON,0,343,11TH ST,515000,MC3, ,37.771029,-122.412834
,211-03432,211-03430,2,Black,MS,N,N,SFMTA,ON,0,343,11TH ST,515000,MC3, ,37.771035,-122.412841
,211-03144,211-03140,4,Black,MS,N,N,SFMTA,ON,0,314,11TH ST,515000,MC3, ,37.771427,-122.413625
,206-06290,-,0,Black,SS,Y,N,SFMTA,ON,0,629,06TH ST,342000,MC3, ,37.773744,-122.399501
,206-06270,-,0,Black,SS,Y,N,SFMTA,ON,0,627,06TH ST,342000,MC3, ,37.773755,-122.399515
,206-06250,-,0,Black,SS,Y,N,SFMTA,ON,0,625,06TH ST,342000,MC3, ,37.773766,-122.399529
,469-17420,-,0,Black,SS,N,N,SFMTA,ON,0,1742,HOLLOWAY AVE,6998201,MC3, ,37.72101,-122.480398
,469-17660,-,0,Black,SS,N,N,SFMTA,ON,0,1766,HOLLOWAY AVE,6998201,MC3, ,37.721015,-122.480529
,661-01261,661-01260,1,Black,MS,N,N,SFMTA,ON,0,126,STEVENSON ST,12166000,MC5,Downtown,37.788429,-122.401358
,562-26070,-,0,Black,SS,Y,N,SFMTA,ON,0,2607,MASON ST,8840000,MC5,Fisherman's Wharf,37.807767,-122.414099
,386-02081,386-02080,1,Black,MS,N,N,SFMTA,ON,0,208,DRUMM ST,4972000,MC5,Downtown,37.795785,-122.396692
,442-04038,442-04030,8,Black,MS,N,N,SFMTA,ON,0,403,GOLDEN GATE AVE,6264000,MC5,Civic Center,37.781342,-122.41746
,442-04037,442-04030,7,Black,MS,N,N,SFMTA,ON,0,403,GOLDEN GATE AVE,6264000,MC5,Civic Center,37.781344,-122.417449
,442-04036,442-04030,6,Black,MS,N,N,SFMTA,ON,0,403,GOLDEN GATE AVE,6264000,MC5,Civic Center,37.781346,-122.417435
,442-04035,442-04030,5,Black,MS,N,N,SFMTA,ON,0,403,GOLDEN GATE AVE,6264000,MC5,Civic Center,37.781347,-122.417422
,442-04034,442-04030,4,Black,MS,N,N,SFMTA,ON,0,403,GOLDEN GATE AVE,6264000,MC5,Civic Center,37.781349,-122.417412
,442-04033,442-04030,3,Black,MS,N,N,SFMTA,ON,0,403,GOLDEN GATE AVE,6264000,MC5,Civic Center,37.78135,-122.4174
,442-04032,442-04030,2,Black,MS,N,N,SFMTA,ON,0,403,GOLDEN GATE AVE,6264000,MC5,Civic Center,37.781352,-122.417388
,442-04018,442-04010,8,Black,MS,N,N,SFMTA,ON,0,401,GOLDEN GATE AVE,6264000,MC5,Civic Center,37.781355,-122.417363
,720-05252,720-05250,2,Black,MS,N,N,SFMTA,ON,0,525,WASHINGTON ST,13408000,MC5,Downtown,37.795538,-122.402673
,720-05346,720-05340,6,Black,MS,N,N,SFMTA,ON,0,534,WASHINGTON ST,13409000,MC5,Downtown,37.79562,-122.403037
,720-05345,720-05340,5,Black,MS,N,N,SFMTA,ON,0,534,WASHINGTON ST,13409000,MC5,Downtown,37.795622,-122.403025
,720-05344,720-05340,4,Black,MS,N,N,SFMTA,ON,0,534,WASHINGTON ST,13409000,MC5,Downtown,37.795623,-122.403013
,720-05343,720-05340,3,Black,MS,N,N,SFMTA,ON,0,534,WASHINGTON ST,13409000,MC5,Downtown,37.795625,-122.403
,720-05342,720-05340,2,Black,MS,N,N,SFMTA,ON,0,534,WASHINGTON ST,13409000,MC5,Downtown,37.795627,-122.402987
,684-01540,-,0,Black,SS,Y,N,SFMTA,ON,0,154,TOWNSEND ST,12657000,MC5,South Embarcadero,37.77972,-122.391807
,684-01240,-,0,Black,SS,Y,N,SFMTA,ON,0,124,TOWNSEND ST,12657000,MC5,South Embarcadero,37.780079,-122.391352
,687-00690,-,0,Black,SS,N,N,SFMTA,ON,0,69,TAPIA DR,12375000,MC3, ,37.721601,-122.48058
,724-00330,-,0,Black,SS,N,N,SFMTA,ON,0,33,WILLOW ST,13662000,MC3, ,37.783635,-122.418532
,219-41100,-,0,Black,SS,N,N,SFMTA,ON,0,4110,19TH ST,985000,MC3, ,37.759307,-122.435344
,219-41120,-,0,Black,SS,N,N,SFMTA,ON,0,4112,19TH ST,985000,MC3, ,37.759305,-122.435375
,219-41140,-,0,Black,SS,N,N,SFMTA,ON,0,4114,19TH ST,985000,MC3, ,37.759303,-122.435404
,330-03230,-,0,Black,SS,Y,N,SFMTA,ON,0,323,BRANNAN ST,3074000,MC5,South Embarcadero,37.781306,-122.3926
,330-03250,-,0,Black,SS,Y,N,SFMTA,ON,0,325,BRANNAN ST,3074000,MC5,South Embarcadero,37.781298,-122.39261
,330-03270,-,0,Black,SS,Y,N,SFMTA,ON,0,327,BRANNAN ST,3074000,MC5,South Embarcadero,37.781289,-122.392622
,330-03290,-,0,Black,SS,Y,N,SFMTA,ON,0,329,BRANNAN ST,3075000,MC5,South Embarcadero,37.781281,-122.392632
,327-01291,327-01290,1,Black,MS,N,N,SFMTA,ON,0,129,BROADWAY,3144000,MC3, ,37.798531,-122.400792
,327-01292,327-01290,2,Black,MS,N,N,SFMTA,ON,0,129,BROADWAY,3144000,MC3, ,37.798529,-122.400808
,327-01293,327-01290,3,Black,MS,N,N,SFMTA,ON,0,129,BROADWAY,3144000,MC3, ,37.798527,-122.400825
,327-01294,327-01290,4,Black,MS,N,N,SFMTA,ON,0,129,BROADWAY,3144000,MC3, ,37.798525,-122.400843
,327-01295,327-01290,5,Black,MS,N,N,SFMTA,ON,0,129,BROADWAY,3144000,MC3, ,37.798523,-122.400861
,327-01296,327-01290,6,Black,MS,N,N,SFMTA,ON,0,129,BROADWAY,3144000,MC3, ,37.79852,-122.400878
,327-01297,327-01290,7,Black,MS,N,N,SFMTA,ON,0,129,BROADWAY,3144000,MC3, ,37.798518,-122.400895
,327-01298,327-01290,8,Black,MS,N,N,SFMTA,ON,0,129,BROADWAY,3144000,MC3, ,37.798516,-122.40091
,422-01010,-,0,Black,SS,N,N,SFMTA,ON,0,101,FRONT ST,5868000,MC5,Downtown,37.7925,-122.398688
,209-02121,209-02120,1,Black,MS,N,N,SFMTA,ON,0,212,09TH ST,451000,MC2, ,37.774649,-122.412882
,568-25270,-,0,Black,SS,Y,N,SFMTA,ON,0,2527,MISSION ST,9123000,MC5,Mission,37.756204,-122.418729
,720-05431,720-05430,1,Black,MS,N,N,SFMTA,ON,0,543,WASHINGTON ST,13409000,MC5,Downtown,37.795493,-122.403031
,583-11016,583-11010,6,Black,MS,N,N,SFMTA,ON,0,1101,NOE ST,9628000,MC3, ,37.751286,-122.43178
,583-11015,583-11010,5,Black,MS,N,N,SFMTA,ON,0,1101,NOE ST,9628000,MC3, ,37.751296,-122.431781
,583-11014,583-11010,4,Black,MS,N,N,SFMTA,ON,0,1101,NOE ST,9628000,MC3, ,37.751305,-122.431782
,583-11013,583-11010,3,Black,MS,N,N,SFMTA,ON,0,1101,NOE ST,9628000,MC3, ,37.751315,-122.431783
,583-11012,583-11010,2,Black,MS,N,N,SFMTA,ON,0,1101,NOE ST,9628000,MC3, ,37.751324,-122.431784
,700-09374,700-09370,4,Black,MS,N,N,SFMTA,ON,0,937,VALENCIA ST,13068000,MC5,Mission,37.757518,-122.42107
,700-09373,700-09370,3,Black,MS,N,N,SFMTA,ON,0,937,VALENCIA ST,13068000,MC5,Mission,37.757531,-122.421071
,658-00104,658-00100,4,Black,MS,N,N,SFMTA,ON,0,10,SPEAR ST,12044000,MC5,Downtown,37.793572,-122.395483
,658-00103,658-00100,3,Black,MS,N,N,SFMTA,ON,0,10,SPEAR ST,12044000,MC5,Downtown,37.79358,-122.395493
,658-00102,658-00100,2,Black,MS,N,N,SFMTA,ON,0,10,SPEAR ST,12044000,MC5,Downtown,37.793586,-122.3955
,666-08142,666-08140,2,Black,MS,Y,N,SFMTA,ON,0,814,SUTTER ST,12326000,MC3, ,37.788591,-122.414087
,666-08143,666-08140,3,Black,MS,Y,N,SFMTA,ON,0,814,SUTTER ST,12326000,MC3, ,37.788589,-122.4141
,666-08144,666-08140,4,Black,MS,Y,N,SFMTA,ON,0,814,SUTTER ST,12326000,MC3, ,37.788588,-122.414112
,666-08145,666-08140,5,Black,MS,Y,N,SFMTA,ON,0,814,SUTTER ST,12326000,MC3, ,37.788587,-122.414122
,568-17467,568-17460,7,Black,MS,Y,N,SFMTA,ON,0,1746,MISSION ST,9113000,MC3, ,37.768635,-122.420104
,568-17466,568-17460,6,Black,MS,Y,N,SFMTA,ON,0,1746,MISSION ST,9113000,MC3, ,37.768645,-122.420105
,568-17465,568-17460,5,Black,MS,Y,N,SFMTA,ON,0,1746,MISSION ST,9113000,MC3, ,37.768654,-122.420106
,568-17464,568-17460,4,Black,MS,Y,N,SFMTA,ON,0,1746,MISSION ST,9113000,MC3, ,37.768663,-122.420107
,568-17463,568-17460,3,Black,MS,Y,N,SFMTA,ON,0,1746,MISSION ST,9113000,MC3, ,37.768674,-122.420108
,568-17462,568-17460,2,Black,MS,Y,N,SFMTA,ON,0,1746,MISSION ST,9113000,MC3, ,37.768685,-122.420109
,208-06670,-,0,Black,SS,N,N,SFMTA,ON,0,667,08TH ST,417000,MC3, ,37.770221,-122.403994
,651-10310,-,0,Black,SS,N,N,SFMTA,ON,0,1031,SANSOME ST,11556000,MC3, ,37.800202,-122.402661
,651-10290,-,0,Black,SS,N,N,SFMTA,ON,0,1029,SANSOME ST,11556000,MC3, ,37.80019,-122.402658
,651-10300,-,0,Black,SS,N,N,SFMTA,ON,0,1030,SANSOME ST,11556000,MC3, ,37.800199,-122.402502
,651-10280,-,0,Black,SS,N,N,SFMTA,ON,0,1028,SANSOME ST,11556000,MC3, ,37.800183,-122.402499
,651-10260,-,0,Black,SS,N,N,SFMTA,ON,0,1026,SANSOME ST,11556000,MC3, ,37.80017,-122.402496
,563-03200,563-03004,20,Black,MS,Y,N,SFMTA,ON,0,320,MCALLISTER ST,8893000,MC5,Civic Center,37.78051,-122.417513
,859-00420,-,0,Black,SS,Y,N,PORT,ON,0,42,NORTH POINT ST,9686000,PortMC1, ,37.807335,-122.40808
,568-17442,568-17440,2,Black,MS,Y,N,SFMTA,ON,0,1744,MISSION ST,9113000,MC3, ,37.768745,-122.420115
,568-17443,568-17440,3,Black,MS,Y,N,SFMTA,ON,0,1744,MISSION ST,9113000,MC3, ,37.768735,-122.420114
,568-17444,568-17440,4,Black,MS,Y,N,SFMTA,ON,0,1744,MISSION ST,9113000,MC3, ,37.768726,-122.420113
,568-17445,568-17440,5,Black,MS,Y,N,SFMTA,ON,0,1744,MISSION ST,9113000,MC3, ,37.768718,-122.420113
,568-17446,568-17440,6,Black,MS,Y,N,SFMTA,ON,0,1744,MISSION ST,9113000,MC3, ,37.76871,-122.420112
,568-17447,568-17440,7,Black,MS,Y,N,SFMTA,ON,0,1744,MISSION ST,9113000,MC3, ,37.768702,-122.420111
,370-01510,370-01510,10,Black,MS,Y,N,SFMTA,ON,0,151,CAPP ST,3673000,MC5,Mission,37.763648,-122.418486
,370-01519,370-01510,9,Black,MS,Y,N,SFMTA,ON,0,151,CAPP ST,3673000,MC5,Mission,37.763658,-122.418487
,370-01518,370-01510,8,Black,MS,Y,N,SFMTA,ON,0,151,CAPP ST,3673000,MC5,Mission,37.763669,-122.418488
,370-01516,370-01510,6,Black,MS,Y,N,SFMTA,ON,0,151,CAPP ST,3673000,MC5,Mission,37.763687,-122.418489
,370-01515,370-01510,5,Black,MS,Y,N,SFMTA,ON,0,151,CAPP ST,3673000,MC5,Mission,37.763698,-122.41849
,370-01514,370-01510,4,Black,MS,Y,N,SFMTA,ON,0,151,CAPP ST,3673000,MC5,Mission,37.76371,-122.418491
,370-01513,370-01510,3,Black,MS,Y,N,SFMTA,ON,0,151,CAPP ST,3673000,MC5,Mission,37.763721,-122.418493
,370-01512,370-01510,2,Black,MS,Y,N,SFMTA,ON,0,151,CAPP ST,3673000,MC5,Mission,37.763731,-122.418493
,370-01511,370-01510,1,Black,MS,Y,N,SFMTA,ON,0,151,CAPP ST,3673000,MC5,Mission,37.763741,-122.418494
,700-09254,700-09250,4,Black,MS,N,N,SFMTA,ON,0,925,VALENCIA ST,13067000,MC5,Mission,37.757793,-122.421096
,700-09253,700-09250,3,Black,MS,N,N,SFMTA,ON,0,925,VALENCIA ST,13067000,MC5,Mission,37.757803,-122.421097
,700-09252,700-09250,2,Black,MS,N,N,SFMTA,ON,0,925,VALENCIA ST,13067000,MC5,Mission,37.757813,-122.421098
,700-07478,700-07470,8,Black,MS,N,N,SFMTA,ON,0,747,VALENCIA ST,13064000,MC5,Mission,37.760661,-122.42137
,700-07477,700-07470,7,Black,MS,N,N,SFMTA,ON,0,747,VALENCIA ST,13064000,MC5,Mission,37.760671,-122.421371
